"Year","Jurisdiction","Category","Type","Classification","Stream","Management","Fate","Tonnes","Sub-stream"
"2018-2019","NSW","Hazardous","Tyres","Type","Total","Other disposal","Disposal",2691,"08 Total"
"2018-2019","NSW","Hazardous","Tyres","Type","Total","Recycling","Recycling",45309,"08 Total"
"2018-2019","NSW","Masonry materials","Asphalt","Type","C&D","Recycling","Recycling",85275,"02 C&D"
"2018-2019","NSW","Masonry materials","Asphalt","Type","Total","Recycling","Recycling",85275,"08 Total"
"2018-2019","NSW","Masonry materials","Bricks","Type","C&D","Recycling","Recycling",1291060,"02 C&D"
"2018-2019","NSW","Masonry materials","Bricks","Type","C&I","Recycling","Recycling",325,"03 C&I core"
"2018-2019","NSW","Masonry materials","Bricks","Type","MSW","Recycling","Recycling",161,"01 MSW"
"2018-2019","NSW","Masonry materials","Bricks","Type","Total","Recycling","Recycling",1291546,"08 Total"
"2018-2019","NSW","Masonry materials","Concrete","Type","C&D","Recycling","Recycling",1291060,"02 C&D"
"2018-2019","NSW","Masonry materials","Concrete","Type","C&I","Recycling","Recycling",186,"03 C&I core"
"2018-2019","NSW","Masonry materials","Concrete","Type","MSW","Recycling","Recycling",92,"01 MSW"
"2018-2019","NSW","Masonry materials","Concrete","Type","Total","Recycling","Recycling",1291339,"08 Total"
"2018-2019","NSW","Masonry materials","Plasterboard & cement sheeting","Type","C&D","Recycling","Recycling",24553,"02 C&D"
"2018-2019","NSW","Masonry materials","Plasterboard & cement sheeting","Type","C&I","Recycling","Recycling",1,"03 C&I core"
"2018-2019","NSW","Masonry materials","Plasterboard & cement sheeting","Type","Total","Recycling","Recycling",24554,"08 Total"
"2018-2019","NSW","Masonry materials","Rubble (incl. non-haz. foundry sands)","Type","C&D","Recycling","Recycling",4309002,"02 C&D"
"2018-2019","NSW","Masonry materials","Rubble (incl. non-haz. foundry sands)","Type","Total","Recycling","Recycling",4309003,"08 Total"
"2018-2019","NSW","Metals","Aluminium","Type","C&D","Recycling","Recycling",46467,"02 C&D"
"2018-2019","NSW","Metals","Aluminium","Type","C&I","Recycling","Recycling",44639,"03 C&I core"
"2018-2019","NSW","Metals","Aluminium","Type","MSW","Recycling","Recycling",23234,"01 MSW"
"2018-2019","NSW","Metals","Aluminium","Type","Total","Recycling","Recycling",114340,"08 Total"
"2018-2019","NSW","Metals","Non-ferrous metals (excl. aluminium)","Type","C&D","Recycling","Recycling",38962,"02 C&D"
"2018-2019","NSW","Metals","Non-ferrous metals (excl. aluminium)","Type","C&I","Recycling","Recycling",38962,"03 C&I core"
"2018-2019","NSW","Metals","Non-ferrous metals (excl. aluminium)","Type","MSW","Recycling","Recycling",19481,"01 MSW"
"2018-2019","NSW","Metals","Non-ferrous metals (excl. aluminium)","Type","Total","Recycling","Recycling",97405,"08 Total"
"2018-2019","NSW","Metals","Steel","Type","C&D","Recycling","Recycling",547471,"02 C&D"
"2018-2019","NSW","Metals","Steel","Type","C&I","Recycling","Recycling",378879,"03 C&I core"
"2018-2019","NSW","Metals","Steel","Type","MSW","Recycling","Recycling",281458,"01 MSW"
"2018-2019","NSW","Metals","Steel","Type","Total","Recycling","Recycling",1207808,"08 Total"
"2018-2019","NSW","Organics","Food organics","Type","C&D","Landfill","Disposal",1,"02 C&D"
"2018-2019","NSW","Organics","Food organics","Type","C&I","Energy from waste facility","Energy recovery",43968,"03 C&I core"
"2018-2019","NSW","Organics","Food organics","Type","C&I","Landfill","Disposal",139664,"03 C&I core"
"2018-2019","NSW","Organics","Food organics","Type","C&I","Landfill","Energy recovery",48315,"03 C&I core"
"2018-2019","NSW","Organics","Food organics","Type","C&I","Recycling","Recycling",6892,"03 C&I core"
"2018-2019","NSW","Organics","Food organics","Type","MSW","Landfill","Disposal",495375,"01 MSW"
"2018-2019","NSW","Organics","Food organics","Type","MSW","Landfill","Energy recovery",171369,"01 MSW"
"2018-2019","NSW","Organics","Food organics","Type","MSW","Recycling","Recycling",376398,"01 MSW"
"2018-2019","NSW","Organics","Food organics","Type","Total","Energy from waste facility","Energy recovery",43968,"08 Total"
"2018-2019","NSW","Organics","Food organics","Type","Total","Landfill","Disposal",635040,"08 Total"
"2018-2019","NSW","Organics","Food organics","Type","Total","Landfill","Energy recovery",219684,"08 Total"
"2018-2019","NSW","Organics","Food organics","Type","Total","Recycling","Recycling",383290,"08 Total"
"2018-2019","NSW","Organics","Garden organics","Type","C&D","Landfill","Disposal",7821,"02 C&D"
"2018-2019","NSW","Organics","Garden organics","Type","C&D","Landfill","Energy recovery",1314,"02 C&D"
"2018-2019","NSW","Organics","Garden organics","Type","C&D","Recycling","Recycling",65749,"02 C&D"
"2018-2019","NSW","Organics","Garden organics","Type","C&I","Landfill","Disposal",90842,"03 C&I core"
"2018-2019","NSW","Organics","Garden organics","Type","C&I","Landfill","Energy recovery",15259,"03 C&I core"
"2018-2019","NSW","Organics","Garden organics","Type","C&I","Recycling","Recycling",266085,"03 C&I core"
"2018-2019","NSW","Organics","Garden organics","Type","MSW","Landfill","Disposal",271925,"01 MSW"
"2018-2019","NSW","Organics","Garden organics","Type","MSW","Landfill","Energy recovery",45675,"01 MSW"
"2018-2019","NSW","Organics","Garden organics","Type","MSW","Recycling","Recycling",536660,"01 MSW"
"2018-2019","NSW","Organics","Garden organics","Type","Total","Landfill","Disposal",370588,"08 Total"
"2018-2019","NSW","Organics","Garden organics","Type","Total","Landfill","Energy recovery",62247,"08 Total"
"2018-2019","NSW","Organics","Garden organics","Type","Total","Recycling","Recycling",868494,"08 Total"
"2018-2019","NSW","Organics","Other organics","Type","C&I","Recycling","Recycling",115372,"03 C&I core"
"2018-2019","NSW","Organics","Other organics","Type","MSW","Landfill","Disposal",59858,"01 MSW"
"2018-2019","NSW","Organics","Other organics","Type","MSW","Landfill","Energy recovery",10811,"01 MSW"
"2018-2019","NSW","Organics","Other organics","Type","MSW","Recycling","Recycling",35612,"01 MSW"
"2018-2019","NSW","Organics","Other organics","Type","Total","Landfill","Disposal",59858,"08 Total"
"2018-2019","NSW","Organics","Other organics","Type","Total","Landfill","Energy recovery",10811,"08 Total"
"2018-2019","NSW","Organics","Other organics","Type","Total","Recycling","Recycling",150983,"08 Total"
"2018-2019","NSW","Organics","Timber","Type","C&D","Energy from waste facility","Energy recovery",34500,"02 C&D"
"2018-2019","NSW","Organics","Timber","Type","C&D","Landfill","Disposal",32131,"02 C&D"
"2018-2019","NSW","Organics","Timber","Type","C&D","Landfill","Energy recovery",1014,"02 C&D"
"2018-2019","NSW","Organics","Timber","Type","C&D","Recycling","Recycling",47063,"02 C&D"
"2018-2019","NSW","Organics","Timber","Type","C&I","Energy from waste facility","Energy recovery",34500,"03 C&I core"
"2018-2019","NSW","Organics","Timber","Type","C&I","Landfill","Disposal",274348,"03 C&I core"
"2018-2019","NSW","Organics","Timber","Type","C&I","Landfill","Energy recovery",8661,"03 C&I core"
"2018-2019","NSW","Organics","Timber","Type","C&I","Recycling","Recycling",134125,"03 C&I core"
"2018-2019","NSW","Organics","Timber","Type","MSW","Landfill","Disposal",36352,"01 MSW"
"2018-2019","NSW","Organics","Timber","Type","MSW","Landfill","Energy recovery",1148,"01 MSW"
"2018-2019","NSW","Organics","Timber","Type","MSW","Recycling","Recycling",27798,"01 MSW"
"2018-2019","NSW","Organics","Timber","Type","Total","Energy from waste facility","Energy recovery",69000,"08 Total"
"2018-2019","NSW","Organics","Timber","Type","Total","Landfill","Disposal",342831,"08 Total"
"2018-2019","NSW","Organics","Timber","Type","Total","Landfill","Energy recovery",10823,"08 Total"
"2018-2019","NSW","Organics","Timber","Type","Total","Recycling","Recycling",208986,"08 Total"
"2018-2019","NSW","Other","Other unclassified materials","Type","C&D","Landfill","Disposal",7712,"02 C&D"
"2018-2019","NSW","Other","Other unclassified materials","Type","C&D","Recycling","Recycling",7,"02 C&D"
"2018-2019","NSW","Other","Other unclassified materials","Type","C&I","Landfill","Disposal",96222,"03 C&I core"
"2018-2019","NSW","Other","Other unclassified materials","Type","C&I","Recycling","Recycling",13650,"03 C&I core"
"2018-2019","NSW","Other","Other unclassified materials","Type","MSW","Landfill","Disposal",103561,"01 MSW"
"2018-2019","NSW","Other","Other unclassified materials","Type","MSW","Recycling","Recycling",5734,"01 MSW"
"2018-2019","NSW","Other","Other unclassified materials","Type","Total","Landfill","Disposal",207495,"08 Total"
"2018-2019","NSW","Other","Other unclassified materials","Type","Total","Recycling","Recycling",19391,"08 Total"
"2018-2019","NSW","Textiles, leather & rubber (excl. tyres)","Leather & rubber (excl. tyres)","Type","C&I","Recycling","Recycling",36,"03 C&I core"
"2018-2019","NSW","Textiles, leather & rubber (excl. tyres)","Leather & rubber (excl. tyres)","Type","MSW","Recycling","Recycling",182,"01 MSW"
"2018-2019","NSW","Textiles, leather & rubber (excl. tyres)","Leather & rubber (excl. tyres)","Type","Total","Recycling","Recycling",217,"08 Total"
"2018-2019","NSW","Textiles, leather & rubber (excl. tyres)","Textiles","Type","C&D","Recycling","Recycling",68,"02 C&D"
"2018-2019","NSW","Textiles, leather & rubber (excl. tyres)","Textiles","Type","C&I","Recycling","Recycling",314,"03 C&I core"
"2018-2019","NSW","Textiles, leather & rubber (excl. tyres)","Textiles","Type","MSW","Recycling","Recycling",764,"01 MSW"
"2018-2019","NSW","Textiles, leather & rubber (excl. tyres)","Textiles","Type","Total","Recycling","Recycling",1146,"08 Total"
"2018-2019","NT","Biosolids","Biosolids","Type","C&I","Other disposal","Disposal",3853,"03 C&I core"
"2018-2019","NT","Biosolids","Biosolids","Type","C&I","Recycling","Recycling",10888,"03 C&I core"
"2018-2019","NT","Biosolids","Biosolids","Type","Total","Other disposal","Disposal",3853,"08 Total"
"2018-2019","NT","Biosolids","Biosolids","Type","Total","Recycling","Recycling",10888,"08 Total"
"2018-2019","NT","Glass","Glass","Type","C&D","Landfill","Disposal",94,"02 C&D"
"2018-2019","NT","Glass","Glass","Type","C&I","Landfill","Disposal",982,"03 C&I core"
"2018-2019","NT","Glass","Glass","Type","MSW","Landfill","Disposal",7038,"01 MSW"
"2018-2019","NT","Glass","Glass","Type","MSW","Recycling","Recycling",6251,"01 MSW"
"2018-2019","NT","Glass","Glass","Type","Total","Landfill","Disposal",8114,"08 Total"
"2018-2019","NT","Glass","Glass","Type","Total","Recycling","Recycling",6251,"08 Total"
"2018-2019","NT","Hazardous","Acids","Type","C&I","Landfill","Disposal",24,"03 C&I core"
"2018-2019","NT","Hazardous","Acids","Type","C&I","Recycling","Recycling",132,"03 C&I core"
"2018-2019","NT","Hazardous","Acids","Type","C&I","Treatment","Unknown",503,"03 C&I core"
"2018-2019","NT","Hazardous","Acids","Type","Total","Landfill","Disposal",24,"08 Total"
"2018-2019","NT","Hazardous","Acids","Type","Total","Recycling","Recycling",132,"08 Total"
"2018-2019","NT","Hazardous","Acids","Type","Total","Treatment","Unknown",503,"08 Total"
"2018-2019","NT","Hazardous","Alkalis","Type","C&I","Landfill","Disposal",27,"03 C&I core"
"2018-2019","NT","Hazardous","Alkalis","Type","C&I","Recycling","Recycling",296,"03 C&I core"
"2018-2019","NT","Hazardous","Alkalis","Type","C&I","Treatment","Unknown",37,"03 C&I core"
"2018-2019","NT","Hazardous","Alkalis","Type","Total","Landfill","Disposal",27,"08 Total"
"2018-2019","NT","Hazardous","Alkalis","Type","Total","Recycling","Recycling",296,"08 Total"
"2018-2019","NT","Hazardous","Alkalis","Type","Total","Treatment","Unknown",37,"08 Total"
"2018-2019","NT","Hazardous","Asbestos","Type","C&D","Landfill","Disposal",3838,"02 C&D"
"2018-2019","NT","Hazardous","Asbestos","Type","C&D","Other disposal","Disposal",2,"02 C&D"
"2018-2019","NT","Hazardous","Asbestos","Type","C&D","Recycling","Recycling",2,"02 C&D"
"2018-2019","NT","Hazardous","Asbestos","Type","C&D","Treatment","Unknown",1,"02 C&D"
"2018-2019","NT","Hazardous","Asbestos","Type","C&I","Landfill","Disposal",3270,"03 C&I core"
"2018-2019","NT","Hazardous","Asbestos","Type","C&I","Other disposal","Disposal",2,"03 C&I core"
"2018-2019","NT","Hazardous","Asbestos","Type","C&I","Recycling","Recycling",2,"03 C&I core"
"2018-2019","NT","Hazardous","Asbestos","Type","C&I","Treatment","Unknown",1,"03 C&I core"
"2018-2019","NT","Hazardous","Asbestos","Type","Total","Landfill","Disposal",7108,"08 Total"
"2018-2019","NT","Hazardous","Asbestos","Type","Total","Other disposal","Disposal",4,"08 Total"
"2018-2019","NT","Hazardous","Asbestos","Type","Total","Recycling","Recycling",3,"08 Total"
"2018-2019","NT","Hazardous","Asbestos","Type","Total","Treatment","Unknown",3,"08 Total"
"2018-2019","NT","Hazardous","Clinical & pharmaceutical","Type","C&I","Landfill","Disposal",104,"03 C&I core"
"2018-2019","NT","Hazardous","Clinical & pharmaceutical","Type","C&I","Other disposal","Disposal",633,"03 C&I core"
"2018-2019","NT","Hazardous","Clinical & pharmaceutical","Type","C&I","Recycling","Recycling",3,"03 C&I core"
"2018-2019","NT","Hazardous","Clinical & pharmaceutical","Type","C&I","Treatment","Unknown",319,"03 C&I core"
"2018-2019","NT","Hazardous","Clinical & pharmaceutical","Type","Total","Landfill","Disposal",104,"08 Total"
"2018-2019","NT","Hazardous","Clinical & pharmaceutical","Type","Total","Other disposal","Disposal",633,"08 Total"
"2018-2019","NT","Hazardous","Clinical & pharmaceutical","Type","Total","Recycling","Recycling",3,"08 Total"
"2018-2019","NT","Hazardous","Clinical & pharmaceutical","Type","Total","Treatment","Unknown",319,"08 Total"
"2018-2019","NT","Hazardous","Contaminated soils","Type","C&D","Landfill","Disposal",401,"02 C&D"
"2018-2019","NT","Hazardous","Contaminated soils","Type","C&D","Recycling","Recycling",10,"02 C&D"
"2018-2019","NT","Hazardous","Contaminated soils","Type","C&D","Treatment","Unknown",37,"02 C&D"
"2018-2019","NT","Hazardous","Contaminated soils","Type","C&I","Landfill","Disposal",156,"03 C&I core"
"2018-2019","NT","Hazardous","Contaminated soils","Type","C&I","Recycling","Recycling",4,"03 C&I core"
"2018-2019","NT","Hazardous","Contaminated soils","Type","C&I","Treatment","Unknown",14,"03 C&I core"
"2018-2019","NT","Hazardous","Contaminated soils","Type","Total","Landfill","Disposal",558,"08 Total"
"2018-2019","NT","Hazardous","Contaminated soils","Type","Total","Recycling","Recycling",14,"08 Total"
"2018-2019","NT","Hazardous","Contaminated soils","Type","Total","Treatment","Unknown",51,"08 Total"
"2018-2019","NT","Hazardous","Food-derived hazardous wastes","Type","C&I","Landfill","Disposal",710,"03 C&I core"
"2018-2019","NT","Hazardous","Food-derived hazardous wastes","Type","C&I","Recycling","Recycling",29591,"03 C&I core"
"2018-2019","NT","Hazardous","Food-derived hazardous wastes","Type","C&I","Treatment","Unknown",4143,"03 C&I core"
"2018-2019","NT","Hazardous","Food-derived hazardous wastes","Type","Total","Landfill","Disposal",710,"08 Total"
"2018-2019","NT","Hazardous","Food-derived hazardous wastes","Type","Total","Recycling","Recycling",29591,"08 Total"
"2018-2019","NT","Hazardous","Food-derived hazardous wastes","Type","Total","Treatment","Unknown",4143,"08 Total"
"2018-2019","NT","Hazardous","Inorganic chemicals","Type","C&I","Landfill","Disposal",283,"03 C&I core"
"2018-2019","NT","Hazardous","Inorganic chemicals","Type","C&I","Other disposal","Disposal",1,"03 C&I core"
"2018-2019","NT","Hazardous","Inorganic chemicals","Type","C&I","Recycling","Recycling",1014,"03 C&I core"
"2018-2019","NT","Hazardous","Inorganic chemicals","Type","C&I","Treatment","Unknown",712,"03 C&I core"
"2018-2019","NT","Hazardous","Inorganic chemicals","Type","Total","Landfill","Disposal",283,"08 Total"
"2018-2019","NT","Hazardous","Inorganic chemicals","Type","Total","Other disposal","Disposal",1,"08 Total"
"2018-2019","NT","Hazardous","Inorganic chemicals","Type","Total","Recycling","Recycling",1014,"08 Total"
"2018-2019","NT","Hazardous","Inorganic chemicals","Type","Total","Treatment","Unknown",712,"08 Total"
"2018-2019","NT","Hazardous","Oils","Type","C&I","Landfill","Disposal",1300,"03 C&I core"
"2018-2019","NT","Hazardous","Oils","Type","C&I","Other disposal","Disposal",40,"03 C&I core"
"2018-2019","NT","Hazardous","Oils","Type","C&I","Recycling","Recycling",9812,"03 C&I core"
"2018-2019","NT","Hazardous","Oils","Type","C&I","Treatment","Unknown",10920,"03 C&I core"
"2018-2019","NT","Hazardous","Oils","Type","Total","Landfill","Disposal",1300,"08 Total"
"2018-2019","NT","Hazardous","Oils","Type","Total","Other disposal","Disposal",40,"08 Total"
"2018-2019","NT","Hazardous","Oils","Type","Total","Recycling","Recycling",9812,"08 Total"
"2018-2019","NT","Hazardous","Oils","Type","Total","Treatment","Unknown",10920,"08 Total"
"2018-2019","NT","Hazardous","Organic chemicals","Type","C&I","Landfill","Disposal",15,"03 C&I core"
"2018-2019","NT","Hazardous","Organic chemicals","Type","C&I","Recycling","Recycling",19,"03 C&I core"
"2018-2019","NT","Hazardous","Organic chemicals","Type","C&I","Treatment","Unknown",60,"03 C&I core"
"2018-2019","NT","Hazardous","Organic chemicals","Type","Total","Landfill","Disposal",15,"08 Total"
